payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
213133401291382,emoney,Raditya Maryadi,M,2007
6011317469180253,dki,Ulya Suartini,F,1981
376862509774591,emoney,Drs. Rina Nasyiah,M,1987
6593608929409647,dki,Jamalia Prasetyo,M,1999
30595674997419,bni,"Ani Simanjuntak, M.Ak",M,2006
501843492007,flazz,"Tgk. Ikin Sitorus, S.I.Kom",M,1966
30030347979206,bni,R.M. Laksana Utami,F,1986
3553127778031324,dki,Violet Pratama,F,1987
4890377962908080,dki,Lembah Nuraini,F,2009
4300800810103,online,Faizah Samosir,M,2009
