payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4612175181278450,dki,Mahmud Haryanti,M,1965
4988303565741275,dki,Yuliana Mayasari,M,1994
342928502675688,emoney,Baktianto Maulana,F,2012
3505143514830399,dki,Ir. Almira Mandala,M,1981
4423922482419104,dki,Kusuma Nainggolan,F,2012
4993628236551825,dki,Ian Pangestu,M,1983
3586400849118805,dki,"Dr. Timbul Mangunsong, S.E.",M,1983
4507202110965479473,brizzi,Asirwanda Rajasa,F,2003
3589096682082517,dki,"Tgk. Makara Utama, M.M.",F,1986
374425788588439,emoney,Winda Winarno,M,1987
