payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
5430018591726410,dki,Karna Waskita,M,1981
4490538004709364,dki,Ajeng Pradipta,M,1975
3511110900198436,dki,"Farhunnisa Prasetya, S.T.",F,1973
586670325479,flazz,"Viktor Uyainah, M.TI.",F,1984
3504648028041755,dki,Balidin Ardianto,M,1981
348056817539268,emoney,Ibrahim Padmasari,F,2009
675987410957,flazz,Yessi Novitasari,M,1990
4362659538201,online,Yessi Lazuardi,M,1987
4302263817704050,dki,Dr. Tina Irawan,M,1981
5127142251737778,dki,Maimunah Melani,F,1988
4991481114103745,dki,Prayogo Oktaviani,M,2000
4721230793157234,dki,Safina Lazuardi,M,2008
