payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
3528266385259712,dki,"Jamalia Zulkarnain, S.Gz",F,1988
180009851731375,emoney,Elvina Hardiansyah,F,1991
4894146910205774,dki,"Baktianto Suartini, S.I.Kom",M,2002
575724437786,flazz,Upik Maheswara,F,2009
4885706111446864,dki,Drs. Lasmanto Wacana,F,1987
5473439177945786,dki,Anom Anggriawan,F,2005
30412791717573,bni,R.M. Pandu Sihombing,M,2004
4323180529937,online,"Sutan Aswani Budiyanto, M.Kom.",F,1966
4294956173069779977,brizzi,Tina Saptono,F,1995
4168000420804262864,brizzi,"T. Tirtayasa Narpati, S.Psi",F,1994
6589152382354731,dki,Ade Halimah,M,1982
4712578077830764,dki,Padma Nugroho,M,1995
4273366970417678,dki,drg. Hardana Prasetyo,F,1995
