payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
3535679723903364,dki,"Dr. Gamanto Winarsih, S.Ked",F,1991
4683751365132966547,brizzi,Patricia Hidayat,F,2009
4254578036400869,dki,Tgk. Kayun Zulaika,F,2000
4256817668191,online,"Kartika Sinaga, S.IP",F,1999
348952647256687,emoney,Estiawan Januar,M,1992
503815656676,flazz,Dadi Halim,F,1996
4241814663460,online,Bakda Lailasari,M,1959
36057761709078,bni,Alambana Sinaga,F,1998
3538895574758627,dki,Asmuni Damanik,F,1987
180002075456838,emoney,Caket Kurniawan,F,2006
2228311847056606,dki,Uda Firgantoro,M,1971
4580601025213,online,Ibrahim Zulkarnain,F,1989
4234007630783462979,brizzi,"Tgk. Ega Padmasari, S.Sos",F,2008
3503918016820705,dki,"Ayu Pranowo, M.Farm",M,1971
6552010289401364,dki,"dr. Gaiman Wulandari, S.I.Kom",F,2006
675934713586,flazz,Cornelia Wijayanti,M,2008
