payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4766007569419196,dki,"Danu Suartini, S.Farm",M,2010
4120255279087511,dki,"Prima Simanjuntak, S.I.Kom",M,1987
3521790276677051,dki,"H. Darmana Safitri, M.M.",M,1984
180008292897068,emoney,Garan Pertiwi,F,1986
676170489782,flazz,Pia Halim,F,2008
213178670687034,emoney,"Hj. Nabila Hutasoit, S.Pd",M,1992
4826805717636477275,brizzi,Artanto Wacana,F,1977
6544577386584806,dki,"Tgk. Shakila Pangestu, S.H.",M,2001
213135078300214,emoney,Kamal Nuraini,M,1965
2701731820995189,dki,Mulyanto Yulianti,F,2005
3500965207195341,dki,Latika Salahudin,F,2000
