payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
2720484776954605,dki,Bancar Irawan,M,1999
2552369444600479,dki,Nalar Winarno,F,1982
503873796075,flazz,Ade Astuti,F,2004
2276099634138221,dki,Ir. Farhunnisa Aryani,F,1994
503835633655,flazz,Ade Suryono,F,1995
2720964102776863,dki,Hafshah Waluyo,M,1975
4006087081466727574,brizzi,Sutan Embuh Salahudin,M,1975
4746981794942799,dki,"Gara Kuswandari, S.I.Kom",M,1977
36734415819640,bni,Sutan Kemal Purnawati,F,2008
4068989702474318,dki,Ajimat Pradana,F,1980
