payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
5541851157087967,dki,"Oskar Widiastuti, S.Farm",F,1997
30158257275842,bni,R. Yani Ardianto,F,1984
4992399872617,online,Cengkal Lestari,M,1970
180050809468835,emoney,Latika Maheswara,M,1996
4170500995160491,dki,Garan Firgantoro,F,2008
2237024668362032,dki,Kasiyah Budiyanto,F,2012
3544914025938688,dki,Cakrabuana Yolanda,M,1979
6011784924662888,dki,Gamani Pratama,M,1956
377814808795289,emoney,"Puti Jessica Putra, S.Farm",F,2008
4736304277327671,dki,Ilsa Kurniawan,F,2008
344730537548312,emoney,Karimah Maryadi,M,2000
580183341537,flazz,Rika Sihombing,M,1986
