payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
3527853482331808,dki,Puti Paris Marpaung,M,2003
180022972730457,emoney,"Tgk. Tania Zulaika, M.Pd",F,2010
3521407549788058,dki,Karma Narpati,F,1994
4071961106848962,dki,"Drs. Genta Irawan, M.Pd",M,1993
3531742475032842,dki,Capa Wijaya,M,1984
4754286332085799,dki,Banara Salahudin,M,1946
2635487652896273,dki,Balangga Narpati,F,2003
4805645458987501,dki,"Ir. Sakura Mayasari, M.M.",F,1986
38803459613637,bni,"Sakti Lestari, M.TI.",F,2006
4614257598078141,dki,Zaenab Saragih,F,2004
6569399043245469,dki,Maya Marpaung,M,2005
3558933713672139,dki,Nadine Sudiati,F,1988
371749273751332,emoney,Waluyo Nuraini,M,1990
