payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
2251412124634980,dki,Tirta Siregar,F,1993
4451666937375088290,brizzi,drg. Luluh Pradipta,F,2004
2589024911735525,dki,Farah Hutasoit,F,1994
3529812024069001,dki,Citra Lestari,F,2010
3536572066357562,dki,Vivi Salahudin,F,1990
30076245962299,bni,Baktianto Nasyidah,F,1990
573673840092,flazz,Nasab Yuliarti,F,1994
5572484380784028,dki,"drg. Jaga Sitompul, S.E.I",F,1993
4650487889977769,dki,Gina Jailani,M,1951
349577577192740,emoney,"Talia Nababan, S.IP",M,2002
4181188603059045,dki,Eli Budiman,M,1977
6011188267590104,dki,dr. Gamani Habibi,F,1986
60459139923,flazz,Zelda Thamrin,M,1972
