payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
502072062834,flazz,Kalim Namaga,M,1971
4709994160903,online,"Cut Gabriella Haryanti, S.Sos",M,1974
30539788142538,bni,KH. Asmuni Utama,F,1989
3585368335087506,dki,Puti Kasiyah Adriansyah,F,1968
4295166628049855,dki,Ophelia Pranowo,F,2008
30009444808450,bni,Tirta Marbun,M,1963
6011537154923796,dki,Talia Purnawati,F,1992
6011818902381085,dki,"Ir. Vivi Palastri, M.TI.",F,1994
2606548319852663,dki,Julia Rahimah,F,2006
6011412805910941,dki,Sari Pradipta,M,1988
