payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
345353368043961,emoney,Ir. Salwa Yuniar,F,2005
3559020047557332,dki,dr. Baktiadi Hidayanto,M,1993
4306567886746588452,brizzi,Timbul Suartini,F,1996
6011538949512787,dki,"Calista Hastuti, S.Kom",M,1995
4098204418287473,dki,"Mahmud Nasyidah, S.Farm",F,1989
2283822362148166,dki,"Ophelia Lestari, S.E.I",F,1985
3572603058080220,dki,Dr. Sari Hutagalung,M,1983
4615192917191717119,brizzi,"R.M. Dasa Jailani, S.H.",F,1979
6011828579559046,dki,Ir. Rafid Simbolon,M,1973
6011285188350939,dki,Oliva Budiyanto,F,1982
4827442129358526,dki,"R.A. Oliva Yuliarti, M.Kom.",F,1992
6519634770438502,dki,Zulaikha Suryatmi,M,1991
213162807326799,emoney,Endah Pratiwi,M,1984
