payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
3570422408611549,dki,"Jati Nainggolan, M.TI.",F,1987
30136816489518,bni,Ian Prasasta,F,1990
587942434511,flazz,"R.A. Elvina Andriani, S.Pt",M,1995
180040670397460,emoney,Dasa Siregar,F,1992
2295655379188437,dki,"Simon Utama, S.Psi",F,1987
348521853444285,emoney,Jaya Mustofa,F,1985
676246072349,flazz,"Raharja Hastuti, M.Pd",M,2008
36598361926067,bni,Bahuraksa Pangestu,M,1981
180001837393123,emoney,"Dr. Damu Winarno, S.IP",F,1994
30242744757164,bni,Amalia Winarno,F,1984
