payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
2268827633129357,dki,"Ir. Harjo Anggraini, S.Pt",F,1984
180090622021106,emoney,Irma Suwarno,F,1996
4205984560392,online,"T. Baktiadi Prakasa, S.H.",F,2009
2395779522951670,dki,Daniswara Siregar,F,1987
4043008301075,online,Jefri Putra,M,1993
5341741857403600,dki,"Drs. Oliva Mandala, S.H.",M,1985
3510894501773918,dki,"Wage Gunarto, S.Psi",F,1971
375635714547874,emoney,Dr. Zulaikha Januar,F,1986
6011024970416149,dki,"Nadia Saragih, S.I.Kom",F,2002
3508642829144211,dki,"R.M. Kurnia Usamah, M.M.",M,1976
