payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4556326832434362836,brizzi,Sari Nababan,F,2004
676379677179,flazz,"Jamalia Rahmawati, M.Farm",M,1951
3502084149637283,dki,R. Murti Uyainah,F,2005
2379863459699716,dki,Puti Salwa Nainggolan,M,2011
4225556492720471,dki,Karta Wahyuni,M,1978
30154692388860,bni,"Dr. Jasmani Hutasoit, S.E.I",F,2004
3543155487538258,dki,Novi Nuraini,M,1973
213137428120839,emoney,Rafi Novitasari,M,2003
3562846499195097,dki,Lega Marbun,M,1992
378380996212239,emoney,Clara Dongoran,M,1978
375867734867970,emoney,Karsana Kuswoyo,F,1988
3575842886901929,dki,Syahrini Rahimah,M,1982
