payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4969284110642,online,"Hj. Ophelia Haryanti, S.Sos",M,2002
4551895931872012,dki,R. Balapati Usada,M,1982
6534999720888762,dki,"Wage Winarno, S.Kom",M,2007
6523645346654293,dki,Nugraha Uyainah,M,1981
4176175431274338490,brizzi,Darsirah Sudiati,M,2008
4380073493099534,dki,Karma Sihotang,M,1978
630495252185,flazz,Siska Simbolon,F,1986
2238216398569014,dki,"Tgk. Nova Latupono, S.Gz",M,1972
503816903945,flazz,Lili Zulkarnain,F,2004
213107623841273,emoney,Natalia Pratama,M,1964
