payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4394677357168120,dki,"Ibrahim Prayoga, S.H.",F,2001
4179573090284608,dki,Enteng Firgantoro,M,1992
30218688993296,bni,"dr. Aisyah Kusumo, M.Ak",F,1993
676264221174,flazz,"T. Damar Suwarno, M.Pd",F,1991
36476308530047,bni,"Mahdi Kurniawan, S.Pd",M,1992
213169429024355,emoney,T. Karna Rahimah,F,2001
4280604323776734,dki,"Bahuwirya Tampubolon, S.Kom",F,1995
180080234589061,emoney,T. Anom Simanjuntak,F,1993
3581468120171962,dki,Sutan Gandewa Napitupulu,F,2008
3523501988176433,dki,Eli Mangunsong,F,2001
4055737709006,online,Genta Nurdiyanti,F,1988
3559527684074603,dki,Arsipatra Anggriawan,F,1983
4240558846166188,dki,Satya Marpaung,F,1999
581570008267,flazz,"Genta Utama, S.E.I",M,1986
