payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
3562084958981605,dki,Cakrawangsa Permadi,F,2010
346642743067607,emoney,"drg. Abyasa Lazuardi, S.Kom",F,1993
30567691580213,bni,Puspa Natsir,F,2012
4178139365296478,dki,Shania Simanjuntak,M,2003
347105556938180,emoney,Agnes Oktaviani,F,1993
4279203692817167963,brizzi,Oskar Mangunsong,F,1995
5168477096207938,dki,Wani Permadi,F,1980
2719822646362025,dki,"Garang Anggriawan, S.E.I",F,1997
6532316827167408,dki,"Hj. Ella Dabukke, S.E.I",M,1988
180032529782349,emoney,"Luis Haryanto, S.Ked",F,1986
2614059373381201,dki,T. Bakidin Sihotang,F,1987
6522223396521548,dki,Lukita Wulandari,M,2010
3524515394620452,dki,Titi Safitri,F,2005
4897976988760145,dki,Drs. Labuh Permata,F,2006
