payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4214467493248935559,brizzi,Dt. Gambira Maryati,M,1981
213199263446000,emoney,Nadine Farida,M,1997
180092456265254,emoney,Fitriani Mansur,M,2007
213121265875226,emoney,Jarwi Yolanda,M,2003
4341447463633670,dki,Patricia Nashiruddin,F,1993
30441106310287,bni,"Hasan Nugroho, M.Kom.",M,2004
5155559057141068,dki,"Drs. Elma Tampubolon, S.Kom",M,1965
180089739884224,emoney,Mustika Rajasa,M,1982
675970532189,flazz,Hani Oktaviani,M,1997
4804574576642,online,"Ira Mansur, M.TI.",F,1988
4469237778044804,dki,Rika Winarno,M,1988
