payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
349944373495091,emoney,Oliva Sirait,M,1983
3570416613897992,dki,"Gawati Damanik, S.E.",F,2010
6544828689784746,dki,Ina Sudiati,M,1981
4370478057291371892,brizzi,dr. Rahmi Rahimah,F,1980
30217806512665,bni,"Drs. Maimunah Puspasari, S.Farm",M,1984
4995586292967989635,brizzi,"Tgk. Gandi Nashiruddin, S.IP",M,1993
3544885200157403,dki,Estiono Budiman,F,2007
676194898042,flazz,Tiara Kurniawan,F,2006
30024766664563,bni,"Ifa Siregar, S.Farm",F,1990
180095862033760,emoney,Bagas Siregar,M,1991
30379737643934,bni,Siska Najmudin,M,1967
3597961910262449,dki,dr. Jelita Hardiansyah,M,1970
4874773937841002647,brizzi,"dr. Farah Yuliarti, M.Pd",F,1985
