payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4294484188649274,dki,Gara Sitompul,F,1999
3548815673143131,dki,"Dr. Luthfi Sihombing, M.TI.",F,1998
4029454332563640,dki,Zelda Situmorang,F,1981
4791851470070,online,"Sutan Nasrullah Wibowo, M.M.",F,1986
3533554681284713,dki,"Tina Ramadan, M.Ak",F,1981
38592056601117,bni,Artanto Kusmawati,F,1988
4776067366589862,dki,"Sutan Kemal Agustina, S.H.",F,1995
30049505347485,bni,"Ophelia Kuswoyo, S.Farm",M,1983
4239807479042585,dki,Kamaria Puspita,F,1982
30076208696652,bni,"Tgk. Oliva Nainggolan, M.Pd",F,2010
4558670606659888636,brizzi,Tantri Siregar,M,1996
3516971157050652,dki,Cut Salwa Mandala,F,2007
