payCardID,payCardBank,payCardName,payCardSex,payCardBirthDate
4792312628110344784,brizzi,drg. Okta Sitorus,F,2007
4097703851248718064,brizzi,Maimunah Thamrin,F,1997
30029590639160,bni,Hj. Mala Permata,M,1982
3598871005576489,dki,"R.M. Rizki Utama, S.IP",F,2007
38363406879922,bni,"Radit Sitompul, M.Pd",M,2011
4306383820128588,dki,"Sari Putra, M.Pd",F,1993
4371163154338171,dki,Vanesa Pratama,F,1981
180000271117261,emoney,Oman Mardhiyah,M,1994
38449865616788,bni,Laksana Utama,F,1986
4301046448643115806,brizzi,Rama Firmansyah,F,1992
